Year,Day,Hour,Solar,Rain,Wind,Tair,Tsoil,D
1971,2,23,0,0.767619174,2.306973694,0.546434796,0.546434796,0.411536311
1971,3,0,0,0.57571438,2.239194984,2.642553865,2.642553865,0.404226048
1971,3,1,0,0,1.700353106,0.318057273,0.318057273,0.342212787
1971,3,2,0,0,1.001343343,1.38323548,1.38323548,0.367478483
1971,3,3,0,0,1.122970058,2.833113149,2.833113149,0.304297116
1971,3,4,0,0,0.521606087,-1.530949221,-1.530949221,0.201661208
1971,3,5,0,0,0.170230847,-1.714642393,-1.714642393,0.147709112
1971,3,6,0,0,0.331103225,-0.211961661,-0.211961661,0.162704496
1971,3,7,0,0,0.033991785,0.979777893,0.979777893,0.124408586
1971,3,8,0.687523998,0,0.01,-1.504425853,-1.504425853,0.07507695
1971,3,9,18.30832313,0,0.493866337,-1.750391057,-1.750391057,0.123120586
1971,3,10,82.37360382,0,0.171198324,1.78063134,1.78063134,0.149922844
1971,3,11,291.4929962,0,0.027462691,2.011872579,2.011872579,0.133862679
1971,3,12,389.8727648,0,0.169472437,0.912750223,0.912750223,0.223295326
1971,3,13,389.8360899,0,0.007623888,1.667402217,1.667402217,0.197848665
1971,3,14,341.768631,0,2.282078072,-0.100805235,-0.100805235,0.298894156
1971,3,15,129.0211449,0,1.486740061,1.348155151,1.348155151,0.330246745
1971,3,16,51.87699604,0,1.213714229,1.549173976,1.549173976,0.349958766
1971,3,17,10.21782435,0,0.716975514,3.998490116,3.998490116,0.35300849
1971,3,18,0,0,1.100321294,2.352597335,2.352597335,0.267603401
1971,3,19,0,0,0.49761832,-0.762985343,-0.762985343,0.232971862
1971,3,20,0,0,1.009002581,-4.005692902,-4.005692902,0.405443711
1971,3,21,0,0,1.49101443,-5.32031031,-5.32031031,0.383601459
1971,3,22,0,0,1.368825418,-8.453299628,-8.453299628,0.32173748
1971,3,23,0,0,0.918735097,-8.687813301,-8.687813301,0.315862854
1971,4,0,0,0,1.091070698,-4.963598668,-4.963598668,0.269951707
1971,4,1,0,0,2.429361866,-4.195247898,-4.195247898,0.211006299
1971,4,2,0,0,4.13521891,-5.598171096,-5.598171096,0.250203868
1971,4,3,0,0,3.617214194,-6.178603449,-6.178603449,0.171939255
1971,4,4,0,0,8.690031367,-4.756812693,-4.756812693,0.23133219
1971,4,5,0,0,8.870354034,-4.634590232,-4.634590232,0.231534066
1971,4,6,0,0,7.049035734,-5.762520849,-5.762520849,0.147071242
1971,4,7,0,0,7.521762496,-5.622164407,-5.622164407,0.117117646
1971,4,8,4.567571466,0,5.962163661,-4.040530336,-4.040530336,0.179397706
1971,4,9,100.701025,0,4.677025003,-0.824220518,-0.824220518,0.11883249
1971,4,10,227.4616165,0,4.473800954,2.943560068,2.943560068,0.323772955
1971,4,11,72.81491375,0,3.311156076,3.49836825,3.49836825,0.5225446
1971,4,12,254.9901276,0,3.613460375,4.120323006,4.120323006,0.418672643
1971,4,13,343.5298767,0,3.920299861,1.43915809,1.43915809,0.378323499
1971,4,14,343.6643372,0,3.058023805,2.695727443,2.695727443,0.420254476
1971,4,15,240.2657776,0,2.74159803,2.085214921,2.085214921,0.39137296
1971,4,16,113.455658,0,1.960484295,2.783001303,2.783001303,0.41162464
1971,4,17,11.53461134,0,1.126198771,2.364626457,2.364626457,0.324571627
1971,4,18,0,0,1.623858836,4.033642167,4.033642167,0.232298733
1971,4,19,0,0,0.997056572,0.367561469,0.367561469,0.217153511
1971,4,20,0,0,0.434944924,0.318658163,0.318658163,0.268625461
1971,4,21,0,0,0.01,-0.682771339,-0.682771339,0.273033707
1971,4,22,0,0,0.01,0.50748148,0.50748148,0.233527687
1971,4,23,0,0,0.01,1.589018732,1.589018732,0.261868904
1971,5,0,0,0,0.01,-0.907992367,-0.907992367,0.338975316
1971,5,1,0,0,0.927681771,-1.92728935,-1.92728935,0.368598078
1971,5,2,0,0,6.715244706,-3.645529249,-3.645529249,0.41445777
1971,5,3,0,0,5.062917806,-4.903754122,-4.903754122,0.423265305
1971,5,4,0,0,3.722923713,-4.881121695,-4.881121695,0.423994478
1971,5,5,0,0,2.650442582,-5.293815069,-5.293815069,0.410871375
1971,5,6,0,0,2.260350744,-5.843086812,-5.843086812,0.393963145
1971,5,7,0,0,2.875827472,-4.592009773,-4.592009773,0.433407346
1971,5,8,2.348214782,0,1.958642664,-3.808172136,-3.808172136,0.459863761
1971,5,9,107.4405212,0,1.419149126,-0.568971876,-0.568971876,0.441058234
1971,5,10,79.81191826,0,1.795571112,-1.079185257,-1.079185257,0.527498077
1971,5,11,94.17544746,0,1.19363358,-0.860218195,-0.860218195,0.572603397
1971,5,12,259.5383224,0,0.932636886,-0.425565302,-0.425565302,0.591139995
1971,5,13,225.4414444,0,1.313520359,-0.903532365,-0.903532365,0.570784616
1971,5,14,186.5941391,0,1.030012127,0.237020383,0.237020383,0.551663611
1971,5,15,247.5198212,0,2.457376651,-1.353025853,-1.353025853,0.477369107
1971,5,16,77.11038017,0,2.149782942,0.150655986,0.150655986,0.430685519
1971,5,17,8.046856046,0,5.454226549,0.51083641,0.51083641,0.342773053
1971,5,18,0,0,4.687128295,1.96155708,1.96155708,0.307460914
1971,5,19,0,0,4.87832117,2.003135365,2.003135365,0.231512401
1971,5,20,0,0,8.724671923,-0.633487556,-0.633487556,0.275712375
1971,5,21,0,0,8.578126426,-0.317677807,-0.317677807,0.348463652
1971,5,22,0,0,6.587533926,-3.226329341,-3.226329341,0.44455737
1971,5,23,0,0,5.798320307,-6.560767518,-6.560767518,0.370228805
1971,6,0,0,0,4.98106045,-6.655766599,-6.655766599,0.370075345
1971,6,1,0,0,3.694024205,-4.771079329,-4.771079329,0.42755569
1971,6,2,0,0,3.897631188,-4.517364376,-4.517364376,0.435867458
1971,6,3,0,0,2.968480555,-8.049315877,-8.049315877,0.33208457
1971,6,4,0,0,2.983123615,-7.186492979,-7.186492979,0.355175924
1971,6,5,0,0,3.903894084,-7.89869059,-7.89869059,0.336017234
1971,6,6,0,0,4.262861602,-8.272284511,-8.272284511,0.326337908
1971,6,7,0,0,6.080451175,-10.67142155,-10.67142155,0.269850219
1971,6,8,1.031931173,0,4.557117942,-11.4097097,-11.4097097,0.218026161
1971,6,9,112.490181,0,3.733968673,-9.313630064,-9.313630064,0.223742083
1971,6,10,237.6848861,0,2.910453702,-2.840019451,-2.840019451,0.26993626
1971,6,11,186.2749863,0,3.239835974,-1.696185884,-1.696185884,0.290204544
1971,6,12,250.1587524,0,2.79208692,-3.55111096,-3.55111096,0.273272362
1971,6,13,62.52662659,0.160821472,4.683527167,-2.398973966,-2.398973966,0.241241904
1971,6,14,116.1000443,0,6.73433984,-3.037392337,-3.037392337,0.135517885
1971,6,15,175.6386108,0,5.49107723,-1.082927336,-1.082927336,0.094032439
1971,6,16,86.02142334,0,5.318075038,-2.179796776,-2.179796776,0.171338231
1971,6,17,8.710938111,0,3.854235772,-2.018027288,-2.018027288,0.103603817
1971,6,18,0,0,2.637717957,-4.499706261,-4.499706261,0.207648615
1971,6,19,0,0,4.103424703,-0.997055674,-0.997055674,0.229079204
1971,6,20,0,0,2.963508663,-3.029035906,-3.029035906,0.231895243
1971,6,21,0,0,4.797053532,-2.796266908,-2.796266908,0.225262294
1971,6,22,0,0,7.080770715,-4.072007451,-4.072007451,0.178134451
1971,6,23,0,0,6.01393137,-5.777057949,-5.777057949,0.163736732
1971,7,0,0,0,6.667800296,-7.009632801,-7.009632801,0.320843898
1971,7,1,0,0,5.057776038,-6.393506906,-6.393506906,0.143433072
1971,7,2,0,0,3.708905956,-8.822465924,-8.822465924,0.188720541
1971,7,3,0,0,2.649396534,-7.605411399,-7.605411399,0.131116785
1971,7,4,0,0,1.792998061,-11.72231442,-11.72231442,0.119328385
1971,7,5,0,0,1.091030843,-13.23350507,-13.23350507,0.127136534
1971,7,6,0,0,0.545880383,-10.8614854,-10.8614854,0.119726678
1971,7,7,0,0,0.723179275,-11.96126816,-11.96126816,0.17261638
1971,7,8,5.236349,0,4.295398407,-9.37252118,-9.37252118,0.243477992
1971,7,9,93.54887962,0,7.92227928,-7.987118264,-7.987118264,0.333703515
1971,7,10,127.4196243,0,6.176642507,-5.633884871,-5.633884871,0.400328989
1971,7,11,252.9457703,0,5.219115087,-5.542777742,-5.542777742,0.403129632
1971,7,12,448.3115234,0,4.73106391,-7.795624594,-7.795624594,0.338731882
1971,7,13,296.1069031,0,3.828567078,-11.67705432,-11.67705432,0.248876481
1971,7,14,105.4339905,0,2.763060278,-11.2880634,-11.2880634,0.256811461
1971,7,15,91.35594749,0,1.782165114,-10.86095156,-10.86095156,0.265781589
1971,7,16,110.7233505,0,1.032187052,-12.08729392,-12.08729392,0.240744217
1971,7,17,11.18305407,0,0.422829652,-13.96573169,-13.96573169,0.206437185
1971,7,18,0,0,0.031617242,-14.27935625,-14.27935625,0.201152802
1971,7,19,0,0,0.27508255,-12.01133799,-12.01133799,0.229363901
1971,7,20,0,0,0.01,-15.15979456,-15.15979456,0.177205246
1971,7,21,0,0,0.01,-15.19534495,-15.19534495,0.15298027
1971,7,22,0,0,0.01,-15.69371851,-15.69371851,0.178781847
1971,7,23,0,0,0.01,-15.70950187,-15.70950187,0.178545192
1971,8,0,0,0,1.114303535,-13.26096233,-13.26096233,0.21876366
1971,8,1,0,0,5.287130682,-13.4851688,-13.4851688,0.214773338
1971,8,2,0,0,5.247801205,-14.8559664,-14.8559664,0.191749437
1971,8,3,0,0,3.965695762,-14.85456604,-14.85456604,0.191771793
1971,8,4,0,0,2.836312497,-13.32076147,-13.32076147,0.217693007
1971,8,5,0,0,3.872158412,-16.38297076,-16.38297076,0.168702476
1971,8,6,0,0,3.173220303,-17.9306667,-17.9306667,0.147884053
1971,8,7,0,0,3.465341997,-16.54920671,-16.54920671,0.166348289
1971,8,8,7.524836361,0,2.402847333,-12.60491666,-12.60491666,0.230819879
1971,8,9,121.5895782,0,1.830626711,-11.13932729,-11.13932729,0.25990426
1971,8,10,238.4887695,0,1.354422755,-9.308035436,-9.308035436,0.300781411
1971,8,11,385.638062,0,2.242947855,-9.243798078,-9.243798078,0.302313232
1971,8,12,450.5973257,0,2.805040127,-8.888493127,-8.888493127,0.310911411
1971,8,13,197.6274796,0,5.744204175,-7.957093679,-7.957093679,0.334487524
1971,8,14,260.1784515,0,4.577001363,-7.61196077,-7.61196077,0.343617556
1971,8,15,120.704422,0,3.217819416,-8.120019002,-8.120019002,0.241703881
1971,8,16,110.0825119,0,3.249048735,-7.68977485,-7.68977485,0.292416783
1971,8,17,13.24217488,0,3.134322775,-9.731534899,-9.731534899,0.239055071
1971,8,18,0,0,2.112941653,-10.06686117,-10.06686117,0.264621503
1971,8,19,0,0,1.388735301,-12.27832264,-12.27832264,0.137255239
1971,8,20,0,0,1.67962571,-12.15305859,-12.15305859,0
1971,8,21,0,0,1.754063093,-14.22266581,-14.22266581,0
1971,8,22,0,0,1.096682065,-10.74708534,-10.74708534,0.128797367
1971,8,23,0,0,0.511704146,-11.59649592,-11.59649592,0.183228046
1971,9,0,0,0,0.4923831,-11.86169751,-11.86169751,0.239999418
1971,9,1,0,0,0.137331992,-11.06496287,-11.06496287,0.261462926
1971,9,2,0,0,0.01,-10.5046512,-10.5046512,0.229659274
1971,9,3,0,0,3.659537177,-6.353727267,-6.353727267,0.3099642
1971,9,4,0,0,2.588084556,-3.395055454,-3.395055454,0.299825374
1971,9,5,0,0,2.374575061,-2.057396903,-2.057396903,0.081211901
1971,9,6,0,0,1.542932139,-0.39499265,-0.39499265,0.14591133
1971,9,7,0,0,1.009656078,0.475981772,0.475981772,0.001951322
1971,9,8,7.487613115,0,2.620828507,3.165065845,3.165065845,0.053461379
1971,9,9,104.6830456,0,2.393820495,3.912081377,3.912081377,0.091416183
1971,9,10,225.8982544,0,1.848375805,6.765546647,6.765546647,0.113559942
1971,9,11,332.5638885,0,1.658105457,7.38199218,7.38199218,0.199005593
1971,9,12,398.6422272,0,1.264551893,5.288964139,5.288964139,0.382788323
1971,9,13,207.150528,0,0.658412173,2.66746932,2.66746932,0.335621738
1971,9,14,232.7776871,0,0.344873498,4.170066837,4.170066837,0.436023535
1971,9,15,251.8931122,0,0.01,3.542305376,3.542305376,0.485101057
1971,9,16,23.61364084,0,0.01,1.877148247,1.877148247,0.438312185
1971,9,17,10.5776017,0,0.01,1.313057489,1.313057489,0.30464126
1971,9,18,0,0,0.01,-2.002787171,-2.002787171,0.256806224
1971,9,19,0,0,0.379049479,-2.084918111,-2.084918111,0.194008877
1971,9,20,0,0,1.096102911,-5.712999827,-5.712999827,0.179285829
1971,9,21,0,0,0.607279434,-4.8433309,-4.8433309,0.131234178
1971,9,22,0,0,0.953006557,-5.718069941,-5.718069941,0.213494559
1971,9,23,0,0,0.474332966,-6.432896325,-6.432896325,0.306123548
1971,10,0,0,0,0.033876993,-8.966336605,-8.966336605,0.278638096
1971,10,1,0,0,0.085144685,-6.857139658,-6.857139658,0.206713097
1971,10,2,0,0,0.232406281,-8.641443637,-8.641443637,0.223759061
1971,10,3,0,0.519530037,0.01,-8.612404789,-8.612404789,0.182746435
1971,10,4,0,0,0.01,-7.955908578,-7.955908578,0.133460258
1971,10,5,0,0,4.49308624,-10.21850905,-10.21850905,0.15007486
1971,10,6,0,0,3.818130978,-10.75824199,-10.75824199,0.133363254
1971,10,7,0,0,2.933898793,-12.45559795,-12.45559795,0.039208682
1971,10,8,3.532994708,0,4.165069054,-12.00217246,-12.00217246,0.005333807
1971,10,9,27.63274717,0,4.400933568,-10.95671421,-10.95671421,0
1971,10,10,69.68876457,0,3.263587558,-11.3214096,-11.3214096,0
1971,10,11,88.16925812,0,3.534881274,-10.22697225,-10.22697225,0.04540368
1971,10,12,124.5098724,0,2.844076459,-9.490672212,-9.490672212,0.036111366
1971,10,13,96.63832474,0,2.753537878,-8.360687535,-8.360687535,0
1971,10,14,85.78277874,0,2.023071337,-8.626346364,-8.626346364,0
1971,10,15,184.228157,0,1.344129359,-2.736412176,-2.736412176,0
1971,10,16,95.59392738,0,0.912065869,-5.417171125,-5.417171125,0
1971,10,17,14.33988406,0,4.245254181,-6.174064694,-6.174064694,0
1971,10,18,0,0,6.068261892,-5.233658895,-5.233658895,0
1971,10,19,0,0,5.720295482,-8.062630489,-8.062630489,0
1971,10,20,0,0,4.268907693,-7.275064138,-7.275064138,0
1971,10,21,0,0,3.690454341,-9.331657708,-9.331657708,0
1971,10,22,0,0,3.557515596,-11.02048086,-11.02048086,0
1971,10,23,0,0,2.94673885,-9.737359975,-9.737359975,0
1971,11,0,0,0,2.009766529,-9.967518963,-9.967518963,0
1971,11,1,0,0,1.255852292,-9.484934802,-9.484934802,0
1971,11,2,0,0,1.841954837,-7.84057449,-7.84057449,0
1971,11,3,0,0,2.384618164,-6.274830883,-6.274830883,0.134391943
1971,11,4,0,0,2.190573995,-8.696486483,-8.696486483,0.12276223
1971,11,5,0,0,4.245055067,-7.640694827,-7.640694827,0.091639366
1971,11,6,0,0,3.078717534,-8.867948694,-8.867948694,0.181970306
1971,11,7,0,0,3.676819934,-6.664188488,-6.664188488,0.12509075
1971,11,8,10.44818951,0,5.88134158,-5.098706069,-5.098706069,0.108717712
1971,11,9,72.43218231,0,4.464412862,-1.802887129,-1.802887129,0.018826618
1971,11,10,208.861763,0,3.447301559,0.570739126,0.570739126,0.302102661
1971,11,11,307.6607208,0,2.698823115,1.92430208,1.92430208,0.350260773
1971,11,12,417.8218689,0,3.170366129,2.503816986,2.503816986,0.497253509
1971,11,13,415.6225281,0,3.275530364,4.250151414,4.250151414,0.52134486
1971,11,14,352.4944305,0,2.83209502,5.502133421,5.502133421,0.616444178
1971,11,15,257.9249784,0,1.904417493,4.699015583,4.699015583,0.62968281
1971,11,16,123.2261845,0,2.288389029,2.923181972,2.923181972,0.483357988
1971,11,17,13.69000605,0,2.948469572,0.762516133,0.762516133,0.354849877
1971,11,18,0,0,2.939280831,-2.427445401,-2.427445401,0.348722781
1971,11,19,0,0,1.964979044,-2.34977927,-2.34977927,0.362824684
1971,11,20,0,0,4.754865785,-3.244299414,-3.244299414,0.335620049
1971,11,21,0,0,3.971850954,-5.481496047,-5.481496047,0.325601612
1971,11,22,0,0,2.841341142,-5.197186016,-5.197186016,0.280524939
1971,11,23,0,0,1.94475686,-5.535849569,-5.535849569,0.362346923
1971,12,0,0,0,1.301426453,-7.496685541,-7.496685541,0.266405252
1971,12,1,0,0,1.343212347,-5.683123486,-5.683123486,0.174396307
1971,12,2,0,0,1.321288202,-8.679769026,-8.679769026,0.131303082
1971,12,3,0,0,1.458307805,-8.639050313,-8.639050313,0.102718446
1971,12,4,0,0,0.789999545,-8.664454781,-8.664454781,0.045092841
1971,12,5,0,0,2.720063181,-11.49615102,-11.49615102,0.020254141
1971,12,6,0,0,2.705299699,-9.367952817,-9.367952817,0.128201608
1971,12,7,0,0,2.34805492,-10.13510236,-10.13510236,0.184477936
1971,12,8,11.54127095,0,1.661260168,-4.181772534,-4.181772534,0.266104783
1971,12,9,20.45747596,0,3.773764767,-3.740342209,-3.740342209,0.198226585
1971,12,10,42.06541445,0,4.451208821,-6.687837289,-6.687837289,0.205715439
1971,12,11,57.33049774,0,3.704064801,-5.254255076,-5.254255076,0.255140581
1971,12,12,103.0309753,0,2.883601411,-2.66463783,-2.66463783,0.333794106
1971,12,13,96.29348183,0,2.022447225,-3.512413145,-3.512413145,0.341405784
1971,12,14,59.17156604,0,1.279532941,-3.215408707,-3.215408707,0.400056132
1971,12,15,47.51853943,0,0.831726611,-1.153843695,-1.153843695,0.44899245
1971,12,16,126.6516953,0,0.705940589,-0.078759381,-0.078759381,0.403465208
1971,12,17,18.3180643,0,2.402268814,-2.056835254,-2.056835254,0.438686065
1971,12,18,0,0,2.3709534,-0.082534998,-0.082534998,0.429626014
1971,12,19,0,0,1.72586998,-1.016976715,-1.016976715,0.566045192
1971,12,20,0,0,1.100339576,-2.880095123,-2.880095123,0.493026974
1971,12,21,0,0,0.51113055,-3.821710398,-3.821710398,0.459394962
1971,12,22,0,0,3.393205499,-2.126875962,-2.126875962,0.521477806
1971,12,23,0,0,2.398468481,-3.68942786,-3.68942786,0.463993756
1971,13,0,0,0,1.87432525,-3.310630648,-3.310630648,0.423202997
1971,13,1,0,0,1.396882194,-3.893459406,-3.893459406,0.310104475
1971,13,2,0,0,2.173809542,-2.848105632,-2.848105632,0.301473064
1971,13,3,0,0,2.522313055,-2.067682773,-2.067682773,0.282570791
1971,13,4,0,0,2.573497662,1.684532626,1.684532626,0.185884262
1971,13,5,0,0,1.856189014,1.61204354,1.61204354,0.092712057
1971,13,6,0,0,2.10960584,2.186881203,2.186881203,0.002816453
1971,13,7,0,0,1.412971452,0.676021239,0.676021239,0.122954041
1971,13,8,12.20846753,0,1.037967869,-0.351698303,-0.351698303,0
1971,13,9,112.3966331,0,0.81680326,1.788893414,1.788893414,0.093136528
1971,13,10,239.9653669,0,1.092767347,5.780624063,5.780624063,0.190343167
1971,13,11,130.8658257,0,2.098786533,7.681318935,7.681318935,0.276710865
1971,13,12,343.562088,0,1.854510003,10.09428321,10.09428321,0.119556151
1971,13,13,248.0317154,0,1.220769826,8.49105555,8.49105555,0.13364167
1971,13,14,320.4040985,0,1.060453505,6.904917228,6.904917228,0.021063752
1971,13,15,249.6562042,0,0.575042738,3.626323978,3.626323978,0.037061229
1971,13,16,121.2207207,0,1.278440303,3.500217643,3.500217643,0.097027405
1971,13,17,18.25457394,0,0.558104107,1.167980587,1.167980587,0.039526772
1971,13,18,0,0,0.023912834,2.025299127,2.025299127,0
1971,13,19,0,0,0.69974002,-0.878448314,-0.878448314,0
1971,13,20,0,0,1.492410241,-1.136070215,-1.136070215,0
1971,13,21,0,0,0.898227546,0.981417591,0.981417591,0
1971,13,22,0,0,1.999053422,1.772613745,1.772613745,0
1971,13,23,0,0,2.198804879,1.797616563,1.797616563,0
1971,14,0,0,0,1.85126966,-0.185368783,-0.185368783,0
1971,14,1,0,0,1.189518689,0.41409835,0.41409835,0
1971,14,2,0,0,0.805528321,-2.477130388,-2.477130388,0
1971,14,3,0,0,0.941686305,-1.110883423,-1.110883423,0
1971,14,4,0,0,0.512846345,2.360687635,2.360687635,0.020149736
1971,14,5,0,0,1.031139955,1.841934143,1.841934143,0.130557426
1971,14,6,0,0,0.546317867,0.065660644,0.065660644,0.1893668
1971,14,7,0,0,0.868901719,2.108901931,2.108901931,0.231914399
1971,14,8,3.941628825,0,2.570405801,3.320937554,3.320937554,0.175161908
1971,14,9,107.9925461,0,1.862953051,6.436371389,6.436371389,0.130297668
1971,14,10,244.81763,0,1.920543524,4.395162845,4.395162845,0.233190646
1971,14,11,354.9119873,0,1.510350582,5.1497055,5.1497055,0.371527958
1971,14,12,422.9076393,0,3.229311679,3.701214685,3.701214685,0.502829665
1971,14,13,425.7231598,0,2.496396107,3.843436017,3.843436017,0.591592883
1971,14,14,408.4327624,0,2.358660277,0.773645375,0.773645375,0.644448957
1971,14,15,204.9228745,0,1.789572902,-0.191767946,-0.191767946,0.593295496
1971,14,16,122.6062202,0,0.999947874,0.442247216,0.442247216,0.41968812
1971,14,17,18.64651519,0,0.421324678,-2.941401055,-2.941401055,0.380813148
1971,14,18,0,0,0.090387184,-2.336058127,-2.336058127,0.327490641
1971,14,19,0,0,0.01,-2.385367521,-2.385367521,0.265875245
1971,14,20,0,0,3.792058456,-5.0609832,-5.0609832,0.355918924
1971,14,21,0,0,9.482317531,-4.728699047,-4.728699047,0.41237923
1971,14,22,0,0,8.556356669,-7.763431257,-7.763431257,0.300555424
1971,14,23,0,0,6.571138013,-8.465070242,-8.465070242,0.321440333
1971,15,0,0,0,4.952254292,-9.244998786,-9.244998786,0.302284537
1971,15,1,0,0,3.656742123,-6.980481256,-6.980481256,0.36013838
1971,15,2,0,0,2.789461559,-6.538784947,-6.538784947,0.373432887
1971,15,3,0,0,2.415563929,-7.59907342,-7.59907342,0.3388703
1971,15,4,0,0,2.139607586,-7.202286569,-7.202286569,0.294977295
1971,15,5,0,0,1.748118791,-8.589052024,-8.589052024,0.282375675
1971,15,6,0,0,1.051970216,-9.018519193,-9.018519193,0.307795075
1971,15,7,0,0,0.535997374,-5.57702557,-5.57702557,0.281560959
1971,15,8,14.52935459,0,2.80041158,-2.935563121,-2.935563121,0.24230828
1971,15,9,122.8254841,0,2.013178157,-0.633626223,-0.633626223,0.39581097
1971,15,10,263.2739063,0,2.464444802,-1.603819223,-1.603819223,0.407036888
1971,15,11,73.40690613,0,1.675382323,-1.256581155,-1.256581155,0.533899243
1971,15,12,393.256012,0,3.413296019,-0.22738903,-0.22738903,0.474261214
1971,15,13,443.0776672,0,3.120235229,2.237737622,2.237737622,0.61905225
1971,15,14,413.3056134,0,2.442435326,1.565746375,1.565746375,0.683010698
1971,15,15,298.6444244,0,2.100080014,2.604123651,2.604123651,0.735738715
1971,15,16,115.661602,0,1.861662489,3.746580036,3.746580036,0.717849061
1971,15,17,16.92657939,0,0.939481716,4.60252303,4.60252303,0.567372733
1971,15,18,0,0,1.526012232,3.299092729,3.299092729,0.479415711
1971,15,19,0,0,3.450559356,5.367980114,5.367980114,0.426205631
1971,15,20,0,0,2.544965956,5.957121632,5.957121632,0.429863457
1971,15,21,0,0,1.891553209,5.619516841,5.619516841,0.433346968
1971,15,22,0,0,1.785109174,4.78248457,4.78248457,0.476908983
1971,15,23,0,0,1.868188897,3.920102876,3.920102876,0.533493574
1971,16,0,0,0,2.785047553,1.579030967,1.579030967,0.474509421
1971,16,1,0,0,2.035747077,0.731475769,0.731475769,0.354985256
1971,16,2,0,0,1.267665694,-1.179081914,-1.179081914,0.423241178
1971,16,3,0,0,0.99567566,0.504927054,0.504927054,0.331859032
1971,16,4,0,0,2.783703272,2.804121847,2.804121847,0.208527118
1971,16,5,0,0,6.158136071,1.029818691,1.029818691,0.418484384
1971,16,6,0,0,4.774519272,-0.499679612,-0.499679612,0.414257637
1971,16,7,0,0,4.309857176,-0.831271943,-0.831271943,0.405005658
1971,16,8,7.03596931,0,3.213364633,1.466801174,1.466801174,0.403270368
1971,16,9,47.42586899,0,3.493646619,3.151368031,3.151368031,0.421151182
